"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1561900","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.3875","-86.3333","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=439288 target = _blank >MISIN report ID 439288</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561903","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.39167","-87.01667","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=438947 target = _blank >MISIN report ID 438947</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561282","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Van Buren","[No locality description provided]","42.2933","-86.6428","reported","Accurate","Lake Michigan","04190000","2014","1","15","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=438945 target = _blank >MISIN report ID 438945</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","27378","Database","2020","Cranberg, C., and R. Keller","Illinois Database of Aquatic Non-native Species","School of Environmental Sustainability, Loyola University Chicago","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1460340","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Wayne","Lake St. Clair","42.43252","-82.81598","reported","Accurate","Lake St. Clair","04090002","2017","10","5","established","","Literature","","","Freshwater","31326","Database","2018","Bowen, A.","Invasive Species Catch 2017","U.S. Fish and Wildlife Service","Alpena, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1460341","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Wayne","Lake St. Clair","42.42707","-82.85581","reported","Accurate","Lake St. Clair","04090002","2017","10","5","established","","Literature","","","Freshwater","31326","Database","2018","Bowen, A.","Invasive Species Catch 2017","U.S. Fish and Wildlife Service","Alpena, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1460362","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Wayne","Lake St. Clair","42.44673","-82.8346","reported","Accurate","Lake St. Clair","04090002","2017","10","5","established","","Literature","","","Freshwater","31326","Database","2018","Bowen, A.","Invasive Species Catch 2017","U.S. Fish and Wildlife Service","Alpena, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1402729","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Wayne","DETROIT RIVER","42.33073","-83.02339","reported","Accurate","Detroit","04090004","2013","8","14","established","","Literature","","","Freshwater","29898","Database","2017","Bowen, A.","Invasive species monitoring in the Lake Erie and Lake Huron, 2013-2016.","U.S. Fish and Wildlife Service","Alpena, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1426317","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MN","St. Louis","Duluth-Superior Harbor","46.70639","-92.01663","reported","Accurate","Lake Superior","04180000","2005","9","1","established","<a href = ""http://dnr.wi.gov/lakes/invasives/AISDetail.aspx?roiseq=137527720"" target = ""_blank"" >Wisconsin DNR</a>","Literature","","","Freshwater","27924","Database","2017","Wisconsin Department of Natural Resources (WI DNR).","Lakes and rivers with invasives species","Wisconsin Department of Natural Resources","Madison, WI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266616","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MN","St. Louis","Lake Superior, near Duluth-Superior Harbor","46.73751","-92.14543","reported","Accurate","St. Louis","04010201","2006","8","1","established","Genetic testing.","Literature","","","Freshwater","19331","Database","2009","Ontario Federation of Anglers and Hunters.","OFAH Database All Species - 2009 Download.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1464122","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MN","Wabasha","Mississippi River","44.42793","-92.16719","reported","Accurate","Rush-Vermillion","07040001","2006","","","unknown","","Literature","","","Freshwater","31483","Database","2018","Angradi, T.R.","Nonindigenous mollusks and amphipods in the upper Mississippi drainage.","US Environmental Protection Agency","Duluth, MN","17968","Journal Article","2008","Grigorovich, I.A., T.R. Angradi, and C.A. Stepien","Occurrence of the quagga mussel (<em>Dreissena bugensis</em>) and the zebra mussel (<em>Dreissena polymorpha</em>) in the Upper Mississippi River system.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253647","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MN","Wabasha","Mississippi River (Pool 4 at rkm 1261) in Reads Landing","44.41298","-92.11111","reported","Accurate","Rush-Vermillion","07040001","2006","","","unknown","","Literature","","","Freshwater","17968","Journal Article","2008","Grigorovich, I.A., T.R. Angradi, and C.A. Stepien","Occurrence of the quagga mussel (<em>Dreissena bugensis</em>) and the zebra mussel (<em>Dreissena polymorpha</em>) in the Upper Mississippi River system.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253646","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MN","Winona","Mississippi River (Pool 5 at rkm 1207) in Minnesota City","44.11871","-91.71088","reported","Accurate","Buffalo-Whitewater","07040003","2005","","","unknown","","Literature","","","Freshwater","17968","Journal Article","2008","Grigorovich, I.A., T.R. Angradi, and C.A. Stepien","Occurrence of the quagga mussel (<em>Dreissena bugensis</em>) and the zebra mussel (<em>Dreissena polymorpha</em>) in the Upper Mississippi River system.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1464127","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MN","Winona","Mississippi River","43.88898","-91.32206","reported","Accurate","La Crosse-Pine","07040006","2004","","","unknown","","Literature","","","Freshwater","31483","Database","2018","Angradi, T.R.","Nonindigenous mollusks and amphipods in the upper Mississippi drainage.","US Environmental Protection Agency","Duluth, MN","17968","Journal Article","2008","Grigorovich, I.A., T.R. Angradi, and C.A. Stepien","Occurrence of the quagga mussel (<em>Dreissena bugensis</em>) and the zebra mussel (<em>Dreissena polymorpha</em>) in the Upper Mississippi River system.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253645","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MN","Winona","Mississippi River (pool 7 at rkm 1161) in Dresbach","43.88597","-91.33076","reported","Accurate","La Crosse-Pine","07040006","2004","","","unknown","","Literature","","","Freshwater","17968","Journal Article","2008","Grigorovich, I.A., T.R. Angradi, and C.A. Stepien","Occurrence of the quagga mussel (<em>Dreissena bugensis</em>) and the zebra mussel (<em>Dreissena polymorpha</em>) in the Upper Mississippi River system.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117309","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MO","St. Charles","Mississippi River about 60 miles N of St. Louis (~R.M. 236) in a side channel around several chevron dikes.","38.9188652039","-90.6758651733","Map derived","Accurate","Peruque-Piasa","07110009","1995","","","unknown","This report from Zebra Mussel Update No. 24, published by Wisconsin Sea Grant in early 1995.","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"241519","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NV","Clark","Lake Mead at Las Vegas Bay [western-most bay in the lake]","36.114","-114.8284","reported","Accurate","Lake Mead","15010005","2007","11","5","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"241521","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NV","Clark","Colorado River at Laughlin Lagoon in Laughlin","35.1222","-114.6297","reported","Accurate","Havasu-Mohave Lakes","15030101","2007","11","5","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"241522","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","NV","Clark","Lake Mead at Middle Point (north) [west shore at mouth of Overton Arm]","36.1575","-114.4389","reported","Accurate","Lake Mead","15010005","2007","11","5","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
